Date,Simulated Inflow
20151120,287.5
20151121,283
20151122,279.8
20151123,222.3
20151124,193.6
20151125,192.1
20151126,188.7
20151127,186.9
20151128,184.1
20151129,182.8
20151130,181.9
20151201,180.1
20151202,177.9
20151203,176.5
20151204,176.2
20151205,187.5
20151206,253.4
20151207,278.1
20151208,284.7
20151209,280.9
20151210,279.7
20151211,278.2
20151212,264.4
20151213,202.8
20151214,149.6
20151215,148
20151216,145.3
20151217,142.1
20151218,139.1
20151219,136.9
20151220,134.3
20151221,131.7
20151222,129.3
20151223,126.8
20151224,124.1
20151225,121.7
20151226,152.3
20151227,161.2
20151228,183.2
20151229,184.9
20151230,191.6
20151231,180.1
20160101,182.9
20160102,168.6
20160103,115.4
20160104,98.19
20160105,95.65
20160106,93.73
20160107,91.18
20160108,89.57
20160109,87.35
20160110,85.52
20160111,83.36
20160112,98.74
20160113,116.6
20160114,124.1
20160115,137.3
20160116,135.3
20160117,125.1
20160118,80.75
20160119,48.46
20160120,46.46
20160121,44.94
20160122,40.81
20160123,38.78
20160124,37.62
20160125,33.99
20160126,30.35
20160127,27.76
20160128,25.67
20160129,24
20160130,22.87
20160131,20.88
20160201,17.39
20160202,16.69
20160203,15.14
20160204,15.82
20160205,16.22
20160206,13.98
20160207,11.62
20160208,12.75
20160209,58.15
20160210,55.35
20160211,157.9
20160212,140.6
20160213,145.1
20160214,110.1
20160215,75.28
20160216,71.24
20160217,75.82
20160218,89.26
20160219,91.82
20160220,92.54
20160221,85.89
20160222,97.85
20160223,177.4
20160224,140.8
20160225,143
20160226,143.2
20160227,110
20160228,83.23
20160229,54.52
20160301,76.7
20160302,76.03
20160303,75.58
20160304,76.23
20160305,75.69
20160306,68.13
20160307,149.1
20160308,178.9
20160309,81.87
20160310,116.9
20160311,132
20160312,152.1
20160313,120.5
20160314,112.3
20160315,135.4
20160316,162.5
20160317,162.3
20160318,179.6
20160319,261.5
20160320,260.8
20160321,203.7
20160322,163.8
20160323,35.43
20160324,5.631
20160325,6.69
20160326,4.832
20160327,5.137
20160328,5.08
20160329,5.525
20160330,6.801
20160331,7.025
20160401,4.589
20160402,6.452
20160403,6.675
20160404,4.922
20160405,5.171
20160406,6.512
20160407,4.993
20160408,6.162
20160409,4.666
20160410,6.917
20160411,5.928
20160412,3.662
20160413,7.58
20160414,5.18
20160415,6.529
20160416,6.498
20160417,5.715
20160418,5.541
20160419,4.319
20160420,3.53
20160421,3.497
20160422,5.048
20160423,2.574
20160424,3.565
20160425,3.344
20160426,56.26
20160427,141.3
20160428,114
20160429,3.09
20160430,3.01
20160501,3.973
20160502,3.089
20160503,5.796
20160504,5.551
20160505,4.997
20160506,8.1
20160507,5.043
20160508,6.679
20160509,5.753
20160510,4.138
20160511,36.56
20160512,26.56
20160513,66.05
20160514,40.91
20160515,34.14
20160516,27.86
20160517,21.13
20160518,16.98
20160519,14.95
20160520,12.02
20160521,10.28
20160522,6.827
20160523,6.061
20160524,5.335
20160525,5.869
20160526,5.784
20160527,23.79
20160528,6.653
20160529,5.637
20160530,6.201
20160531,6.491
20160601,7.645
20160602,9.839
20160603,16.02
20160604,14.83
20160605,11.92
20160606,23.66
20160607,16.99
20160608,15.05
20160609,233.4
20160610,148.6
20160611,148.1
20160612,98.49
20160613,107
20160614,64
20160615,45.26
20160616,37.4
20160617,31.14
20160618,25.57
20160619,36.69
20160620,32.9
20160621,31.11
20160622,30.21
20160623,50.34
20160624,42.7
20160625,41.14
20160626,40.68
20160627,85.31
20160628,171.1
20160629,1338
20160630,1059
20160701,713.4
20160702,613.9
20160703,489.7
20160704,369.3
20160705,507
20160706,348.5
20160707,383
20160708,286.2
20160709,239.4
20160710,335.4
20160711,314.2
20160712,250
20160713,256.9
20160714,219.4
20160715,198.2
20160716,191.9
20160717,183.1
20160718,177.1
20160719,174.8
20160720,173.2
20160721,184.3
20160722,186.9
20160723,183.4
20160724,181.3
20160725,179.4
20160726,179.3
20160727,306.3
20160728,311.1
20160729,617.7
20160730,417.8
20160731,389.4
20160801,323.9
20160802,293.4
20160803,295.9
20160804,267.5
20160805,271.3
20160806,252.3
20160807,245.6
20160808,237.1
20160809,231.8
20160810,227
20160811,224.8
20160812,222.7
20160813,221.6
20160814,222.4
20160815,222.3
20160816,221.1
20160817,220.5
20160818,221.6
20160819,268.9
20160820,267.2
20160821,263.4
20160822,263.4
20160823,262.4
20160824,262.2
20160825,257.7
20160826,259.4
20160827,256.8
20160828,260.2
20160829,255.3
20160830,262.1
20160831,406.4
20160901,317.2
20160902,288.1
20160903,273.1
20160904,266.3
20160905,257.5
20160906,252.9
20160907,250.1
20160908,244.9
20160909,242.4
20160910,243.6
20160911,234.1
20160912,231
20160913,226.3
20160914,226.9
20160915,224.9
20160916,221.9
20160917,218.5
20160918,216.3
20160919,213.1
20160920,209
20160921,206.8
20160922,203.8
20160923,201.1
20160924,201.2
20160925,197.2
20160926,254.8
20160927,260.6
20160928,299
20160929,356.9
20160930,263.8
20161001,204.8
20161002,192.9
20161003,187.9
20161004,182.1
20161005,180.3
20161006,178.4
20161007,214.9
20161008,209.1
20161009,209.4
20161010,205.4
20161011,211.3
20161012,250.8
20161013,296
20161014,260.3
20161015,261.5
20161016,232.5
20161017,222.7
20161018,222.8
20161019,212.2
20161020,232
20161021,244.1
20161022,279.6
20161023,288
20161024,289.8
20161025,285.8
20161026,284.5
20161027,282.4
20161028,268.5
20161029,266.5
20161030,268.4
20161031,264.5
20161101,382.2
20161102,328.5
20161103,308.1
20161104,295.5
20161105,286.4
20161106,279.4
20161107,268
20161108,263.1
20161109,232.7
20161110,202.3
20161111,198
20161112,196.2
20161113,194.7
20161114,194.4
20161115,194.3
20161116,191.3
20161117,184.8
20161118,183
20161119,180.4
20161120,178.1
20161121,176.3
20161122,174.7
20161123,173.6
20161124,172.4
20161125,170.9
20161126,155.8
20161127,162.4
20161128,159.2
20161129,157.6
20161130,159.2
20161201,158.6
20161202,158.1
20161203,156.7
20161204,155.5
20161205,153
20161206,152.4
20161207,150.7
20161208,150.4
20161209,149
20161210,148
20161211,147.9
20161212,145.2
20161213,258.1
20161214,545.3
20161215,354.8
20161216,269.4
20161217,227.4
20161218,200.5
20161219,179.9
20161220,167.3
20161221,157.9
20161222,151.4
20161223,111.7
20161224,107.8
20161225,105.8
20161226,102.8
20161227,102.6
20161228,102.7
20161229,101.3
20161230,100.3
20161231,101
20170101,99.72
20170102,92.17
20170103,91.54
20170104,81.81
20170105,48.39
20170106,47.01
20170107,45.59
20170108,41.69
20170109,40.98
20170110,38.48
20170111,37.06
20170112,36.79
20170113,35.81
20170114,31.98
20170115,30.95
20170116,30.26
20170117,29.59
20170118,25.97
20170119,25.54
20170120,25.31
20170121,25.55
20170122,21.55
20170123,16.01
20170124,14.66
20170125,15.05
20170126,15.52
20170127,17.28
20170128,331
20170129,177.4
20170130,121.5
20170131,90.42
20170201,70.91
20170202,57.76
20170203,48.76
20170204,42.07
20170205,37.61
20170206,32.73
20170207,29.93
20170208,28.83
20170209,27.74
20170210,26.14
20170211,25.48
20170212,23.53
20170213,24.2
20170214,24.23
20170215,23.92
20170216,24.09
20170217,23.06
20170218,22.97
20170219,22.19
20170220,21.95
20170221,20.94
20170222,19.27
20170223,50.13
20170224,72.44
20170225,76.62
20170226,119.1
20170227,117.3
20170228,153.3
20170301,132.5
20170302,113.7
20170303,50.59
20170304,49.05
20170305,85.51
20170306,89.55
20170307,224.5
20170308,293.7
20170309,163.2
20170310,153.4
20170311,152.5
20170312,152.8
20170313,109.3
20170314,101.3
20170315,97.27
20170316,156.1
20170317,114.4
20170318,71.4
20170319,65.45
20170320,62.96
20170321,60.54
20170322,59.75
20170323,111
20170324,192
20170325,103.1
20170326,10.49
20170327,10.22
20170328,10.18
20170329,9.32
20170330,8.898
20170331,9.81
20170401,7.869
20170402,9.252
20170403,7.645
20170404,9.644
20170405,22.68
20170406,20.91
20170407,160.7
20170408,87.59
20170409,57.06
20170410,42.75
20170411,46.91
20170412,38.79
20170413,27.95
20170414,24.69
20170415,20.83
20170416,18.07
20170417,90.21
20170418,60.87
20170419,46.32
20170420,36.39
20170421,110.8
20170422,72.35
20170423,52.23
20170424,42.33
20170425,34.48
20170426,31.66
20170427,28.74
20170428,26.59
20170429,25.49
20170430,163.7
20170501,98.94
20170502,85.26
20170503,67.89
20170504,77.01
20170505,54.89
20170506,46.32
20170507,52.76
20170508,209.2
20170509,123.3
20170510,93.8
20170511,307
20170512,185.5
20170513,143.8
20170514,121.2
20170515,161.1
20170516,120
20170517,107.1
20170518,91.29
20170519,509.3
20170520,279.7
20170521,283
20170522,201.4
20170523,173.1
20170524,510.5
20170525,307.7
20170526,227.2
20170527,609.9
20170528,388.6
20170529,281.4
20170530,219.2
20170531,179.6
20170601,153.2
20170602,134.2
20170603,120.7
20170604,111
20170605,125.5
20170606,113
20170607,118
20170608,116.9
20170609,113.3
20170610,109.8
20170611,138.3
20170612,252.3
20170613,203.4
20170614,214
20170615,173.8
20170616,156.8
20170617,147.3
20170618,139.4
20170619,134.9
20170620,130.8
20170621,132.9
20170622,122.7
20170623,117.1
20170624,113.6
20170625,127.2
20170626,313.6
20170627,427.4
20170628,487.4
20170629,407
20170630,344.7
20170701,289
20170702,249.1
20170703,225.7
20170704,200.3
20170705,189.9
20170706,184.7
20170707,178.6
20170708,176
20170709,160.6
20170710,162.8
20170711,160.5
20170712,158.1
20170713,156.3
20170714,165.7
20170715,162
20170716,151.7
20170717,153.6
20170718,194
20170719,405.3
20170720,1723
20170721,946.2
20170722,663.5
20170723,501.9
20170724,400.9
20170725,333.9
20170726,287.8
20170727,254.3
20170728,236.3
20170729,217.8
20170730,209.8
20170731,228.9
20170801,210
20170802,197.8
20170803,191.7
20170804,214.1
20170805,214.2
20170806,201.9
20170807,193.9
20170808,188.7
20170809,186.3
20170810,192
20170811,187.3
20170812,224.3
20170813,205.1
20170814,196.9
20170815,227.1
20170816,387
20170817,304.2
20170818,289.4
20170819,319.2
20170820,284
20170821,319.3
20170822,419.2
20170823,332.3
20170824,313.6
20170825,326.5
20170826,296.5
20170827,464.1
20170828,448.1
20170829,808.8
20170830,600.1
20170831,496.8
20170901,446.5
20170902,404.7
20170903,377.6
20170904,353.8
20170905,440.1
20170906,1258
20170907,780.8
20170908,668.9
20170909,730.8
20170910,1071
20170911,749.2
20170912,613.7
20170913,549.3
20170914,945.3
20170915,1258
20170916,1235
20170917,1265
20170918,1519
20170919,1097
20170920,781.6
20170921,771.9
20170922,514.5
20170923,451.3
20170924,416.2
20170925,851
20170926,708.5
20170927,933.4
20170928,1156
20170929,987.2
20170930,779
20171001,670.5
20171002,654.3
20171003,584.2
20171004,541
20171005,571.6
20171006,734.7
20171007,654.7
20171008,586.4
20171009,670.4
20171010,763
20171011,615
20171012,492.5
20171013,680.4
20171014,659.8
20171015,721.1
20171016,562.7
20171017,502.1
20171018,467.5
20171019,445.5
20171020,427.8
20171021,415.6
20171022,408.6
20171023,407
20171024,398.2
20171025,391.9
20171026,388.2
20171027,383.4
20171028,378.1
20171029,375.4
20171030,370.1
20171031,365.1
20171101,363.8
20171102,346.9
20171103,339.3
20171104,334.9
20171105,329.9
20171106,325.3
20171107,369.3
20171108,365
20171109,359.9
20171110,353.1
20171111,302.4
20171112,296.8
20171113,291.7
20171114,286.9
20171115,282.8
20171116,276.8
20171117,272.9
20171118,266.2
20171119,263.2
20171120,256.5
20171121,251.9
20171122,246.6
20171123,241.9
20171124,237.1
20171125,231.9
20171126,226.8
20171127,222.7
20171128,217.6
20171129,213.2
20171130,208.2
20171201,205.3
20171202,353.7
20171203,288.1
20171204,253.7
20171205,232.2
20171206,216.1
20171207,204.9
20171208,195.6
20171209,188.4
20171210,182.1
20171211,176.6
20171212,172
20171213,168.9
20171214,164.9
20171215,170.2
20171216,184.9
20171217,194.8
20171218,175
20171219,228.7
20171220,226.1
20171221,217.3
20171222,194.9
20171223,184.1
20171224,162
20171225,157.2
20171226,147.8
20171227,134.3
20171228,117.7
20171229,110
20171230,105.9
20171231,102.1
20180101,99.17
20180102,92.49
20180103,90.27
20180104,87.1
20180105,82.75
20180106,79.7
20180107,77.64
20180108,75.29
20180109,62.48
20180110,47.57
20180111,43.01
20180112,37.39
20180113,32.38
20180114,32.61
20180115,32.99
20180116,31.78
20180117,29.97
20180118,23.42
20180119,23.52
20180120,19.78
20180121,20
20180122,19.35
20180123,18.42
20180124,17.7
20180125,16.88
20180126,17.76
20180127,15.66
20180128,15.32
20180129,13.74
20180130,13.29
20180131,13.96
20180201,11.99
20180202,10.73
20180203,10.95
20180204,9.43
20180205,10.03
20180206,7.481
20180207,53.57
20180208,259.9
20180209,396.9
20180210,458.6
20180211,637.3
20180212,448.3
20180213,512.2
20180214,541.7
20180215,532
20180216,219.8
20180217,19.59
20180218,20.04
20180219,20.35
20180220,20.87
20180221,20.94
20180222,21.22
20180223,22.32
20180224,22.13
20180225,22.92
20180226,22.97
20180227,22.9
20180228,23.28
20180301,23.03
20180302,23.27
20180303,23.72
20180304,22.71
20180305,22.7
20180306,23.17
20180307,22.96
20180308,20.06
20180309,15.5
20180310,15.26
20180311,12.83
20180312,16.87
20180313,22.42
20180314,13.57
20180315,15.83
20180316,83.42
20180317,78.7
20180318,107.8
20180319,144
20180320,111.9
20180321,59.21
20180322,47.08
20180323,39.28
20180324,34.19
20180325,34.44
20180326,29.52
20180327,28.49
20180328,25.1
20180329,22.99
20180330,25.67
20180331,30.43
20180401,32.3
20180402,31.2
20180403,65.6
20180404,52.52
20180405,45.73
20180406,41.84
20180407,40.74
20180408,41.49
20180409,39.39
20180410,39.31
20180411,41.09
20180412,48.06
20180413,60.58
20180414,53.76
20180415,49.89
20180416,78.07
20180417,60.59
20180418,52.16
20180419,50.39
20180420,64.84
20180421,50.63
20180422,71.18
20180423,70.07
20180424,62.67
20180425,61.35
20180426,63.94
20180427,60.29
20180428,45.08
20180429,42.61
20180430,42.84
20180501,66.42
20180502,72.09
20180503,73.68
20180504,196.2
20180505,119.1
20180506,90.92
20180507,77.79
20180508,65.99
20180509,210.8
20180510,135.1
20180511,363.2
20180512,307.3
20180513,213.5
20180514,196.6
20180515,194.1
20180516,169.8
20180517,137.1
20180518,115
20180519,103.4
20180520,296.3
20180521,305.3
20180522,354
20180523,242.5
20180524,344.8
20180525,320.8
20180526,1094
20180527,682.5
20180528,599.4
20180529,465
20180530,1152
20180531,692.5
20180601,520.8
20180602,522
20180603,471.5
20180604,381.3
20180605,585.3
20180606,511.3
20180607,386.5
20180608,514.6
20180609,730.5
20180610,984.2
20180611,776.6
20180612,895.6
20180613,1183
20180614,1188
20180615,1056
20180616,819.6
20180617,638.5
20180618,640.7
20180619,519.7
20180620,458.6
20180621,436.2
20180622,396.9
20180623,369.6
20180624,351.6
20180625,338.9
20180626,329.3
20180627,496.9
20180628,411.5
20180629,460.8
20180630,403.8
20180701,374.9
20180702,352
20180703,354.8
20180704,340.4
20180705,331.5
20180706,325.7
20180707,926.9
20180708,1007
20180709,1870
20180710,1299
20180711,1973
20180712,1955
20180713,1714
20180714,1494
20180715,1098
20180716,994.2
20180717,1075
20180718,841.2
20180719,740.1
20180720,704.4
20180721,718.1
20180722,837.8
20180723,685
20180724,624.1
20180725,696.3
20180726,612.8
20180727,555.7
20180728,519.5
20180729,498.4
20180730,476.8
20180731,468.1
20180801,458.1
20180802,449
20180803,446.9
20180804,445
20180805,440
20180806,435.1
20180807,466.2
20180808,592.1
20180809,1088
20180810,772.1
20180811,650.1
20180812,657.2
20180813,1247
20180814,1733
20180815,1763
20180816,4099
20180817,2278
20180818,1610
20180819,1291
20180820,1065
20180821,917
20180822,790.2
20180823,704
20180824,637
20180825,589.1
20180826,557.1
20180827,555.3
20180828,567.9
20180829,592.7
20180830,563
20180831,577.3
20180901,536.8
20180902,512.3
20180903,498.6
20180904,484.8
20180905,476.5
20180906,467.5
20180907,461.9
20180908,459.2
20180909,452.2
20180910,443.3
20180911,461.5
20180912,608.9
20180913,479.9
20180914,451
20180915,444.4
20180916,437
20180917,434.8
20180918,431.1
20180919,420.7
20180920,416.1
20180921,564.6
20180922,466.5
20180923,418.2
20180924,681.6
20180925,647.4
20180926,1406
20180927,1361
20180928,1031
20180929,1269
20180930,832.4
20181001,600.2
20181002,793.1
20181003,626.6
20181004,604.3
20181005,573.5
20181006,630.3
20181007,570.7
20181008,530.5
20181009,1053
20181010,2415
20181011,3325
20181012,1642
20181013,522
20181014,614.1
20181015,807.8
20181016,778.5
20181017,1082
20181018,953.4
20181019,725.3
20181020,741.8
20181021,602.3
20181022,556.2
20181023,529.6
20181024,511.3
20181025,504.3
20181026,494.3
20181027,442.7
20181028,435.6
20181029,433.5
20181030,435.2
20181031,430.7
20181101,428.7
20181102,426.9
20181103,650.4
20181104,610.9
20181105,372
20181106,366.5
20181107,361.7
20181108,354.5
20181109,349.9
20181110,344.7
20181111,338.9
20181112,334.5
20181113,328.3
20181114,324.1
20181115,319.4
20181116,312.8
20181117,308.3
20181118,301.2
20181119,360.4
20181120,309
20181121,290.8
20181122,284.6
20181123,277.9
20181124,275.5
20181125,272.8
20181126,263.1
20181127,257.8
20181128,253.5
20181129,248.4
20181130,243.6
20181201,238.6
20181202,233.8
20181203,229.6
20181204,224.3
20181205,220.4
20181206,214.2
20181207,211.6
20181208,206.5
20181209,202.3
20181210,197.2
20181211,193
20181212,188.4
20181213,184.9
20181214,180.9
20181215,176.2
20181216,172.4
20181217,167.4
20181218,164.2
20181219,160.9
20181220,157.4
20181221,153.5
20181222,149.7
20181223,146.1
20181224,142.5
20181225,141.8
20181226,135.7
20181227,133.2
20181228,134.4
20181229,126.2
20181230,122.8
20181231,119.8
20190101,110.3
20190102,104.4
20190103,99.45
20190104,94.81
20190105,87.46
20190106,63.17
20190107,57.1
20190108,53.86
20190109,52.06
20190110,49.52
20190111,48.68
20190112,38.74
20190113,35.52
20190114,31.42
20190115,30.33
20190116,27.46
20190117,28.32
20190118,25.77
20190119,26.17
20190120,25.97
20190121,22.26
20190122,22.59
20190123,23.35
20190124,22.72
20190125,20.22
20190126,18.32
20190127,18.04
20190128,18.16
20190129,18.01
20190130,16.03
20190131,14.82
20190201,14.08
20190202,13.43
20190203,11.52
20190204,11.65
20190205,10.77
20190206,10.81
20190207,11.49
20190208,28.73
20190209,15.84
20190210,14.85
20190211,18.21
20190212,15.07
20190213,14.14
20190214,12.85
20190215,12.21
20190216,12.93
20190217,12.69
20190218,11.86
20190219,12.04
20190220,12.45
20190221,26.52
20190222,34.76
20190223,35.2
20190224,37.73
20190225,39.03
20190226,38.52
20190227,45.12
20190228,45.15
20190301,44.84
20190302,44.93
20190303,51.3
20190304,52.37
20190305,45.96
20190306,45.11
20190307,44.87
20190308,30.81
20190309,9.887
20190310,9.759
20190311,487.3
20190312,491.5
20190313,507
20190314,150.8
20190315,103
20190316,94.44
20190317,93.83
20190318,176.3
20190319,117.3
20190320,123.7
20190321,64.22
20190322,50.75
20190323,61.52
20190324,72.9
20190325,96.95
20190326,87.22
20190327,94.53
20190328,63.67
20190329,54.27
20190330,63.66
20190331,50.47
20190401,51.35
20190402,52.7
20190403,58.01
20190404,67.26
20190405,79.28
20190406,115.3
20190407,215
20190408,426.6
20190409,221.2
20190410,210.4
20190411,197.1
20190412,254.1
20190413,119.7
20190414,87.74
20190415,146.7
20190416,79.51
20190417,65.54
20190418,80.33
20190419,138.9
20190420,127.5
20190421,69.22
20190422,52.66
20190423,53.02
20190424,64.25
20190425,59.12
20190426,54.96
20190427,59.1
20190428,57.41
20190429,56.67
20190430,103.8
20190501,188.8
20190502,129.9
20190503,101.8
20190504,84.62
20190505,72.14
20190506,64.65
20190507,87.67
20190508,72.41
20190509,36.16
20190510,24.38
20190511,18.49
20190512,22.28
20190513,18.83
20190514,25.78
20190515,47.87
20190516,29.15
20190517,45.73
20190518,85.16
20190519,63.79
20190520,43.96
20190521,35.71
20190522,30.75
20190523,31.51
20190524,64.36
20190525,172.9
20190526,162.5
20190527,112.3
20190528,114
20190529,110.2
20190530,95.27
20190531,188.5
20190601,383.4
20190602,223.9
20190603,201.8
20190604,118.3
20190605,83.32
20190606,601
20190607,370.3
20190608,277.1
20190609,215.3
20190610,123.2
20190611,106.7
20190612,186.6
20190613,214.6
20190614,309
20190615,219.8
20190616,164.6
20190617,131.5
20190618,110.8
20190619,97.49
20190620,89.23
20190621,83.68
20190622,117.7
20190623,102.9
20190624,104.9
20190625,96.21
20190626,95.5
20190627,92.37
20190628,88.86
20190629,87.55
20190630,90.19
20190701,89.79
20190702,94.97
20190703,165.2
20190704,157.4
20190705,215.8
20190706,556.7
20190707,580.3
20190708,440.4
20190709,340.4
20190710,387
20190711,321.9
20190712,261.2
20190713,228.9
20190714,207.2
20190715,193
20190716,182.9
20190717,192.7
20190718,184.3
20190719,178.4
20190720,224.5
20190721,242.8
20190722,267.5
20190723,353
20190724,309.2
20190725,346.7
20190726,373.7
20190727,346
20190728,329.4
20190729,311.4
20190730,304.5
20190731,297.4
20190801,292.2
20190802,283.1
20190803,307.1
20190804,591
20190805,609.7
20190806,1166
20190807,2434
20190808,3633
20190809,4809
20190810,5836
20190811,4139
20190812,2354
20190813,1690
20190814,1284
20190815,1158
20190816,914.7
20190817,1040
20190818,753.5
20190819,668.4
20190820,1309
20190821,760
20190822,640.1
20190823,549.7
20190824,541.7
20190825,490.7
20190826,469.4
20190827,554.5
20190828,506.7
20190829,482.4
20190830,463.2
20190831,451.5
20190901,461.4
20190902,507.1
20190903,491.4
20190904,620.7
20190905,1394
20190906,1093
20190907,872.8
20190908,899.6
20190909,976.6
20190910,742.8
20190911,670
20190912,605.6
20190913,564.8
20190914,533.5
20190915,512.8
20190916,499.7
20190917,489
20190918,491.8
20190919,481.7
20190920,474.1
20190921,469.6
20190922,465.4
20190923,1048
20190924,1246
20190925,884.6
20190926,934.8
20190927,716
20190928,1059
20190929,707.1
20190930,576.8
20191001,531.3
20191002,639.7
20191003,634.5
20191004,565.3
20191005,516.8
20191006,509.1
20191007,500.4
20191008,616.4
20191009,558.6
20191010,528.4
20191011,518.4
20191012,507.2
20191013,496.7
20191014,871.3
20191015,635.3
20191016,1865
20191017,923.6
20191018,765.5
20191019,752.7
20191020,656.8
20191021,959
20191022,1823
20191023,1058
20191024,819.9
20191025,872.7
20191026,830.2
20191027,691.8
20191028,632.5
20191029,580.9
20191030,649.1
20191031,551.5
20191101,535.2
20191102,505.6
20191103,494.1
20191104,497.3
20191105,493.3
20191106,504.5
20191107,492.5
20191108,477.3
20191109,944.3
20191110,699
20191111,610.2
20191112,557.5
20191113,523.6
20191114,499.7
20191115,479.5
20191116,463.6
20191117,453.2
20191118,443.5
20191119,435.8
20191120,429.3
20191121,417.6
20191122,410.2
20191123,406.3
20191124,400.2
20191125,395.6
20191126,392.7
20191127,391.6
20191128,389
20191129,384.5
20191130,379.9
20191201,372
20191202,577.8
20191203,465.8
20191204,418.7
20191205,393
20191206,374
20191207,359.8
20191208,355.5
20191209,349.3
20191210,343.1
20191211,336.1
20191212,331.3
20191213,325.1
20191214,324.7
20191215,322.3
20191216,317.6
20191217,313.8
20191218,311.1
20191219,308.6
20191220,304.7
20191221,300.1
20191222,293.5
20191223,289.7
20191224,286.6
20191225,282.9
20191226,279.9
20191227,276.1
20191228,273.8
20191229,272.8
20191230,271.5
20191231,268.3
20200101,264.8
20200102,262.1
20200103,258.9
20200104,255.8
20200105,253.9
20200106,250.2
20200107,243.2
20200108,240.7
20200109,237.8
20200110,235.3
20200111,231.5
20200112,228.7
20200113,227.2
20200114,225.2
20200115,222.2
20200116,220.2
20200117,217.1
20200118,215
20200119,211.6
20200120,209.2
20200121,207.5
20200122,203.3
20200123,201.3
20200124,198.4
20200125,194.6
20200126,185.5
20200127,69.71
20200128,67.77
20200129,65.81
20200130,64.42
20200131,62.81
20200201,61.06
20200202,58.93
20200203,57.77
20200204,51.35
20200205,40.92
20200206,29.76
20200207,28.67
20200208,26.86
20200209,31.64
20200210,18.48
20200211,15.76
20200212,15.24
20200213,14.48
20200214,9.857
20200215,10.84
20200216,30.54
20200217,54.35
20200218,35.17
20200219,42.86
20200220,86.78
20200221,164.3
20200222,290.6
20200223,76.2
20200224,53.36
20200225,42.54
20200226,41.38
20200227,42.04
20200228,58.04
20200229,77.58
20200301,50.14
20200302,56.01
20200303,67.07
20200304,46.5
20200305,41.36
20200306,45.28
20200307,55.11
20200308,45.97
20200309,51.29
20200310,55.21
20200311,60.59
20200312,57.24
20200313,64.89
20200314,56.33
20200315,55.55
20200316,52.37
20200317,26.94
20200318,32.77
20200319,32.12
20200320,39.14
20200321,37.59
20200322,35.9
20200323,51.13
20200324,45.07
20200325,40.1
20200326,40.33
20200327,38.35
20200328,37.84
20200329,35
20200330,35.32
20200331,44.21
20200401,180.8
20200402,350.9
20200403,157.8
20200404,118.9
20200405,59.5
20200406,39.71
20200407,72.04
20200408,70.85
20200409,64.71
20200410,89.93
20200411,73.01
20200412,60.85
20200413,64.87
20200414,49.82
20200415,52.65
20200416,60.36
20200417,55.07
20200418,55.4
20200419,56.04
20200420,52.91
20200421,52.24
20200422,37.48
20200423,47.11
20200424,109.1
20200425,70.22
20200426,100.4
20200427,99.91
20200428,62.27
20200429,77.58
20200430,65.13
20200501,61.59
20200502,65.98
20200503,106.6
20200504,85.58
20200505,65.61
20200506,50.96
20200507,45.43
20200508,127.8
20200509,103.4
20200510,58.55
20200511,76.43
20200512,78.45
20200513,74.46
20200514,94.32
20200515,133.2
20200516,260.1
20200517,177
20200518,430.2
20200519,266.1
20200520,192.7
20200521,153.7
20200522,131.5
20200523,116.9
20200524,107.5
20200525,205.8
20200526,142.6
20200527,116.8
20200528,115.6
20200529,92.09
20200530,366.9
20200531,218.4
20200601,161.9
20200602,128.5
20200603,134.6
20200604,290
20200605,192.1
20200606,151.5
20200607,178.1
20200608,186.7
20200609,149.3
20200610,129.3
20200611,139.2
20200612,128.9
20200613,118.2
20200614,199.6
20200615,158.4
20200616,141.7
20200617,140.7
20200618,281.5
20200619,201.6
20200620,171.8
20200621,155.2
20200622,220.6
20200623,178.2
20200624,160.8
20200625,151.5
20200626,148.7
20200627,146.2
20200628,140.4
20200629,182.2
20200630,342.4
20200701,248.1
20200702,210.5
20200703,222.4
20200704,358.1
20200705,279.1
20200706,351.8
20200707,358
20200708,353.1
20200709,397
20200710,316.2
20200711,270.9
20200712,242.4
20200713,223.5
20200714,221.5
20200715,209.9
20200716,385.1
20200717,595
20200718,517.7
20200719,396.8
20200720,596.2
20200721,461.3
20200722,375.6
20200723,326.1
20200724,337.1
20200725,297.1
20200726,313.3
20200727,324
20200728,314.4
20200729,325.2
20200730,595.2
20200731,419.6
20200801,387.7
20200802,363.6
20200803,608.3
20200804,1393
20200805,2548
20200806,3288
20200807,3663
20200808,2878
20200809,2029
20200810,1439
20200811,1108
20200812,977.8
20200813,787.9
20200814,671.3
20200815,692.3
20200816,629.7
20200817,636
20200818,638.2
20200819,534.5
20200820,492.8
20200821,469.2
20200822,451.8
20200823,441.2
20200824,435.2
20200825,427.3
20200826,421.1
20200827,414.5
20200828,412
20200829,408.4
20200830,403.9
20200831,402.3
20200901,524.3
20200902,1558
20200903,1237
20200904,984.8
20200905,925.2
20200906,647.1
20200907,734.4
20200908,589.1
20200909,527.6
20200910,687.7
20200911,573.9
20200912,589.7
20200913,597.4
20200914,568.8
20200915,515.6
20200916,483.9
20200917,463.9
20200918,467.1
20200919,464.3
20200920,800.3
20200921,1245
20200922,1183
20200923,819.6
20200924,676
20200925,594.6
20200926,542.4
20200927,506.5
20200928,478.8
20200929,494.7
20200930,454.1
20201001,437.7
20201002,425.3
20201003,488.7
20201004,427.9
20201005,413
20201006,412.8
20201007,520.6
20201008,472.2
