Date,Soil Moisture
20170228,116
20170301,116
20170302,115
20170303,114
20170304,113
20170305,119
20170306,117
20170307,120
20170308,120
20170309,117
20170310,115
20170311,113
20170312,112
20170313,110
20170314,110
20170315,117
20170316,117
20170317,117
20170318,122
20170319,119
20170320,116
20170321,115
20170322,117
20170323,117
20170324,114
20170325,112
20170326,110
20170327,108
20170328,106
20170329,104
20170330,101
20170331,98.7
20170401,95.8
20170402,93.2
20170403,90.2
20170404,90.3
20170405,89.7
20170406,97.5
20170407,102
20170408,100
20170409,102
20170410,107
20170411,106
20170412,107
20170413,105
20170414,102
20170415,98.9
20170416,96.5
20170417,105
20170418,105
20170419,108
20170420,105
20170421,114
20170422,110
20170423,106
20170424,103
20170425,99.2
20170426,104
20170427,103
20170428,103
20170429,109
20170430,113
20170501,115
20170502,117
20170503,116
20170504,117
20170505,113
20170506,117
20170507,123
20170508,127
20170509,119
20170510,113
20170511,120
20170512,118
20170513,116
20170514,113
20170515,120
20170516,116
20170517,113
20170518,116
20170519,123
20170520,118
20170521,125
20170522,123
20170523,123
20170524,124
20170525,120
20170526,114
20170527,125
20170528,122
20170529,116
20170530,116
20170531,115
20170601,110
20170602,110
20170603,110
20170604,109
20170605,105
20170606,109
20170607,108
20170608,115
20170609,116
20170610,117
20170611,118
20170612,121
20170613,124
20170614,125
20170615,120
20170616,118
20170617,121
20170618,118
20170619,118
20170620,113
20170621,114
20170622,115
20170623,116
20170624,120
20170625,124
20170626,126
20170627,129
20170628,130
20170629,124
20170630,123
20170701,120
20170702,120
20170703,120
20170704,118
20170705,120
20170706,122
20170707,122
20170708,121
20170709,121
20170710,119
20170711,119
20170712,118
20170713,120
20170714,126
20170715,126
20170716,124
20170717,126
20170718,127
20170719,129
20170720,131
20170721,126
20170722,125
20170723,122
20170724,121
20170725,119
20170726,118
20170727,117
20170728,121
20170729,120
20170730,118
20170731,119
20170801,118
20170802,117
20170803,117
20170804,120
20170805,123
20170806,122
20170807,121
20170808,120
20170809,118
20170810,124
20170811,121
20170812,121
20170813,119
20170814,118
20170815,120
20170816,123
20170817,121
20170818,119
20170819,120
20170820,121
20170821,124
20170822,128
20170823,124
20170824,122
20170825,122
20170826,120
20170827,125
20170828,129
20170829,130
20170830,128
20170831,123
20170901,120
20170902,118
20170903,125
20170904,121
20170905,125
20170906,128
20170907,122
20170908,122
20170909,126
20170910,122
20170911,122
20170912,119
20170913,118
20170914,120
20170915,120
20170916,121
20170917,127
20170918,130
20170919,131
20170920,130
20170921,124
20170922,120
20170923,118
20170924,117
20170925,121
20170926,125
20170927,128
20170928,127
20170929,123
20170930,120
20171001,121
20171002,123
20171003,120
20171004,118
20171005,117
20171006,119
20171007,118
20171008,117
20171009,116
20171010,116
20171011,122
20171012,119
20171013,118
20171014,119
20171015,119
20171016,118
20171017,117
20171018,117
20171019,116
20171020,116
20171021,116
20171022,116
20171023,116
20171024,116
20171025,116
20171026,116
20171027,119
20171028,124
20171029,120
20171030,118
20171031,117
20171101,116
20171102,116
20171103,116
20171104,116
20171105,118
20171106,117
20171107,119
20171108,117
20171109,118
20171110,117
20171111,117
20171112,116
20171113,116
20171114,116
20171115,116
20171116,116
20171117,116
20171118,118
20171119,119
20171120,119
20171121,120
20171122,118
20171123,117
20171124,117
20171125,117
20171126,117
20171127,117
20171128,117
20171129,117
20171130,117
20171201,118
20171202,122
20171203,122
20171204,120
20171205,118
20171206,117
20171207,117
20171208,117
20171209,117
20171210,117
20171211,117
20171212,117
20171213,116
20171214,119
20171215,118
20171216,117
20171217,117
20171218,117
20171219,117
20171220,117
20171221,117
20171222,117
20171223,117
20171224,117
20171225,117
20171226,117
20171227,117
20171228,117
20171229,117
20171230,117
20171231,117
20180101,117
20180102,117
20180103,117
20180104,117
20180105,117
20180106,117
20180107,117
20180108,117
20180109,117
20180110,117
20180111,117
20180112,117
20180113,117
20180114,117
20180115,117
20180116,117
20180117,117
20180118,117
20180119,117
20180120,117
20180121,117
20180122,117
20180123,117
20180124,117
20180125,117
20180126,117
20180127,117
20180128,117
20180129,117
20180130,117
20180131,117
20180201,117
20180202,117
20180203,117
20180204,117
20180205,117
20180206,117
20180207,119
20180208,117
20180209,117
20180210,121
20180211,118
20180212,118
20180213,117
20180214,117
20180215,117
20180216,117
20180217,117
20180218,117
20180219,117
20180220,117
20180221,117
20180222,117
20180223,117
20180224,117
20180225,117
20180226,117
20180227,117
20180228,116
20180301,115
20180302,115
20180303,114
20180304,113
20180305,112
20180306,111
20180307,110
20180308,110
20180309,109
20180310,108
20180311,106
20180312,105
20180313,104
20180314,102
20180315,102
20180316,110
20180317,119
20180318,122
20180319,122
20180320,120
20180321,117
20180322,121
20180323,117
20180324,114
20180325,112
20180326,110
20180327,107
20180328,105
20180329,103
20180330,100
20180331,111
20180401,117
20180402,116
20180403,122
20180404,117
20180405,113
20180406,109
20180407,109
20180408,106
20180409,104
20180410,102
20180411,99.5
20180412,98.1
20180413,109
20180414,108
20180415,108
20180416,109
20180417,117
20180418,115
20180419,115
20180420,117
20180421,116
20180422,114
20180423,117
20180424,116
20180425,120
20180426,121
20180427,115
20180428,110
20180429,107
20180430,103
20180501,111
20180502,115
20180503,119
20180504,125
20180505,119
20180506,118
20180507,114
20180508,116
20180509,118
20180510,124
20180511,121
20180512,118
20180513,119
20180514,121
20180515,119
20180516,121
20180517,123
20180518,124
20180519,118
20180520,122
20180521,117
20180522,120
20180523,115
20180524,118
20180525,125
20180526,128
20180527,123
20180528,125
20180529,123
20180530,126
20180531,120
20180601,119
20180602,120
20180603,118
20180604,117
20180605,121
20180606,115
20180607,118
20180608,119
20180609,124
20180610,129
20180611,130
20180612,127
20180613,129
20180614,130
20180615,129
20180616,124
20180617,121
20180618,119
20180619,121
20180620,125
20180621,123
20180622,125
20180623,123
20180624,121
20180625,119
20180626,120
20180627,120
20180628,120
20180629,118
20180630,121
20180701,120
20180702,119
20180703,119
20180704,117
20180705,115
20180706,115
20180707,126
20180708,131
20180709,131
20180710,123
20180711,127
20180712,130
20180713,131
20180714,131
20180715,129
20180716,128
20180717,128
20180718,128
20180719,126
20180720,126
20180721,128
20180722,127
20180723,128
20180724,127
20180725,127
20180726,128
20180727,124
20180728,119
20180729,123
20180730,120
20180731,124
20180801,124
20180802,121
20180803,120
20180804,118
20180805,118
20180806,119
20180807,121
20180808,128
20180809,131
20180810,130
20180811,126
20180812,126
20180813,128
20180814,131
20180815,133
20180816,133
20180817,132
20180818,128
20180819,126
20180820,125
20180821,121
20180822,121
20180823,121
20180824,119
20180825,117
20180826,117
20180827,117
20180828,121
20180829,124
20180830,122
20180831,126
20180901,122
20180902,119
20180903,118
20180904,117
20180905,116
20180906,116
20180907,116
20180908,116
20180909,116
20180910,116
20180911,118
20180912,119
20180913,118
20180914,117
20180915,117
20180916,122
20180917,120
20180918,119
20180919,118
20180920,117
20180921,117
20180922,117
20180923,117
20180924,124
20180925,121
20180926,122
20180927,123
20180928,122
20180929,122
20180930,122
20181001,120
20181002,120
20181003,118
20181004,122
20181005,125
20181006,127
20181007,128
20181008,127
20181009,130
20181010,130
20181011,124
20181012,120
20181013,118
20181014,118
20181015,119
20181016,118
20181017,127
20181018,126
20181019,121
20181020,121
20181021,118
20181022,117
20181023,117
20181024,116
20181025,116
20181026,116
20181027,116
20181028,116
20181029,116
20181030,116
20181031,116
20181101,116
20181102,116
20181103,120
20181104,118
20181105,117
20181106,117
20181107,117
20181108,117
20181109,117
20181110,117
20181111,117
20181112,117
20181113,117
20181114,117
20181115,117
20181116,117
20181117,117
20181118,117
20181119,119
20181120,118
20181121,117
20181122,117
20181123,116
20181124,121
20181125,119
20181126,118
20181127,117
20181128,116
20181129,116
20181130,116
20181201,117
20181202,117
20181203,117
20181204,117
20181205,117
20181206,117
20181207,116
20181208,116
20181209,116
20181210,116
20181211,116
20181212,116
20181213,116
20181214,116
20181215,116
20181216,116
20181217,116
20181218,116
20181219,116
20181220,116
20181221,116
20181222,116
20181223,116
20181224,116
20181225,117
20181226,117
20181227,117
20181228,117
20181229,117
20181230,117
20181231,117
20190101,117
20190102,117
20190103,117
20190104,117
20190105,117
20190106,117
20190107,117
20190108,117
20190109,117
20190110,117
20190111,117
20190112,117
20190113,117
20190114,117
20190115,117
20190116,117
20190117,117
20190118,117
20190119,117
20190120,117
20190121,117
20190122,117
20190123,117
20190124,117
20190125,117
20190126,117
20190127,117
20190128,117
20190129,117
20190130,117
20190131,117
20190201,117
20190202,117
20190203,117
20190204,117
20190205,117
20190206,117
20190207,117
20190208,117
20190209,117
20190210,120
20190211,124
20190212,120
20190213,118
20190214,117
20190215,117
20190216,117
20190217,117
20190218,117
20190219,116
20190220,116
20190221,116
20190222,116
20190223,116
20190224,116
20190225,116
20190226,116
20190227,116
20190228,116
20190301,115
20190302,115
20190303,116
20190304,115
20190305,115
20190306,115
20190307,114
20190308,113
20190309,112
20190310,111
20190311,111
20190312,110
20190313,108
20190314,107
20190315,106
20190316,105
20190317,104
20190318,102
20190319,100
20190320,100
20190321,104
20190322,103
20190323,101
20190324,98.6
20190325,96.9
20190326,95.3
20190327,93.7
20190328,92
20190329,90.3
20190330,88
20190331,90.9
20190401,88.2
20190402,86
20190403,91.8
20190404,89.1
20190405,86.2
20190406,83.4
20190407,80.3
20190408,77.7
20190409,77.7
20190410,81
20190411,78.1
20190412,84.6
20190413,81.9
20190414,79.6
20190415,77.5
20190416,74
20190417,71.3
20190418,79.6
20190419,81.6
20190420,98.9
20190421,114
20190422,115
20190423,119
20190424,118
20190425,113
20190426,109
20190427,106
20190428,107
20190429,114
20190430,117
20190501,116
20190502,112
20190503,108
20190504,106
20190505,102
20190506,102
20190507,99.1
20190508,102
20190509,104
20190510,102
20190511,99.1
20190512,110
20190513,111
20190514,110
20190515,113
20190516,121
20190517,115
20190518,117
20190519,118
20190520,118
20190521,119
20190522,120
20190523,120
20190524,123
20190525,124
20190526,120
20190527,122
20190528,118
20190529,121
20190530,122
20190531,121
20190601,119
20190602,117
20190603,116
20190604,113
20190605,110
20190606,121
20190607,120
20190608,115
20190609,112
20190610,116
20190611,122
20190612,123
20190613,123
20190614,124
20190615,125
20190616,120
20190617,118
20190618,117
20190619,116
20190620,115
20190621,115
20190622,122
20190623,120
20190624,120
20190625,118
20190626,119
20190627,115
20190628,115
20190629,114
20190630,114
20190701,115
20190702,115
20190703,119
20190704,122
20190705,124
20190706,129
20190707,128
20190708,125
20190709,125
20190710,128
20190711,126
20190712,122
20190713,119
20190714,117
20190715,122
20190716,119
20190717,120
20190718,121
20190719,124
20190720,127
20190721,128
20190722,128
20190723,130
20190724,127
20190725,126
20190726,127
20190727,125
20190728,121
20190729,119
20190730,121
20190731,119
20190801,118
20190802,117
20190803,118
20190804,118
20190805,124
20190806,127
20190807,131
20190808,134
20190809,134
20190810,134
20190811,133
20190812,130
20190813,128
20190814,125
20190815,126
20190816,124
20190817,126
20190818,125
20190819,129
20190820,130
20190821,129
20190822,124
20190823,123
20190824,123
20190825,120
20190826,123
20190827,126
20190828,124
20190829,122
20190830,122
20190831,122
20190901,120
20190902,124
20190903,124
20190904,126
20190905,129
20190906,128
20190907,129
20190908,128
20190909,129
20190910,126
20190911,122
20190912,124
20190913,121
20190914,119
20190915,117
20190916,117
20190917,118
20190918,119
20190919,120
20190920,119
20190921,118
20190922,117
20190923,121
20190924,126
20190925,121
20190926,124
20190927,120
20190928,118
20190929,118
20190930,118
20191001,117
20191002,119
20191003,117
20191004,121
20191005,123
20191006,121
20191007,119
20191008,122
20191009,121
20191010,122
20191011,123
20191012,121
20191013,122
20191014,125
20191015,121
20191016,125
20191017,125
20191018,128
20191019,126
20191020,126
20191021,130
20191022,127
20191023,124
20191024,126
20191025,126
20191026,126
20191027,125
20191028,120
20191029,118
20191030,117
20191031,121
20191101,121
20191102,119
20191103,120
20191104,120
20191105,119
20191106,118
20191107,119
20191108,119
20191109,121
20191110,121
20191111,122
20191112,122
20191113,119
20191114,118
20191115,117
20191116,118
20191117,117
20191118,117
20191119,117
20191120,117
20191121,118
20191122,117
20191123,117
20191124,117
20191125,117
20191126,117
20191127,117
20191128,116
20191129,116
20191130,116
20191201,116
20191202,123
20191203,121
20191204,119
20191205,118
20191206,118
20191207,117
20191208,117
20191209,117
20191210,117
20191211,117
20191212,117
20191213,117
20191214,117
20191215,117
20191216,117
20191217,117
20191218,117
20191219,117
20191220,117
20191221,117
20191222,117
20191223,117
20191224,117
20191225,117
20191226,117
20191227,117
20191228,117
20191229,117
20191230,117
20191231,117
20200101,117
20200102,117
20200103,117
20200104,117
20200105,117
20200106,117
20200107,117
20200108,117
20200109,117
20200110,117
20200111,117
20200112,117
20200113,117
20200114,117
20200115,117
20200116,117
20200117,117
20200118,117
20200119,117
20200120,117
20200121,117
20200122,117
20200123,117
20200124,117
20200125,117
20200126,117
20200127,117
20200128,117
20200129,117
20200130,117
20200131,117
20200201,117
20200202,117
20200203,117
20200204,117
20200205,117
20200206,117
20200207,117
20200208,117
20200209,117
20200210,117
20200211,117
20200212,117
20200213,117
20200214,117
20200215,117
20200216,117
20200217,117
20200218,117
20200219,117
20200220,117
20200221,117
20200222,117
20200223,117
20200224,117
20200225,117
20200226,117
20200227,117
20200228,117
20200229,118
20200301,117
20200302,116
20200303,115
20200304,114
20200305,114
20200306,113
20200307,113
20200308,112
20200309,111
20200310,112
20200311,112
20200312,110
20200313,110
20200314,108
20200315,107
20200316,105
20200317,106
20200318,105
20200319,104
20200320,103
20200321,105
20200322,103
20200323,101
20200324,106
20200325,104
20200326,106
20200327,104
20200328,102
20200329,99.1
20200330,97
20200331,94.6
20200401,92
20200402,89.5
20200403,86.5
20200404,83.5
20200405,80.5
20200406,94.4
20200407,112
20200408,112
20200409,117
20200410,122
20200411,119
20200412,118
20200413,115
20200414,112
20200415,109
20200416,110
20200417,110
20200418,106
20200419,115
20200420,120
20200421,116
20200422,112
20200423,115
20200424,117
20200425,115
20200426,111
20200427,118
20200428,117
20200429,120
20200430,119
20200501,117
20200502,116
20200503,119
20200504,118
20200505,117
20200506,116
20200507,119
20200508,123
20200509,117
20200510,117
20200511,116
20200512,112
20200513,111
20200514,109
20200515,109
20200516,109
20200517,107
20200518,120
20200519,114
20200520,119
20200521,116
20200522,112
20200523,112
20200524,109
20200525,115
20200526,121
20200527,116
20200528,115
20200529,119
20200530,123
20200531,120
20200601,119
20200602,117
20200603,120
20200604,120
20200605,119
20200606,118
20200607,122
20200608,117
20200609,112
20200610,112
20200611,117
20200612,117
20200613,117
20200614,124
20200615,124
20200616,123
20200617,121
20200618,124
20200619,121
20200620,119
20200621,118
20200622,122
20200623,119
20200624,118
20200625,117
20200626,116
20200627,115
20200628,116
20200629,122
20200630,126
20200701,122
20200702,122
20200703,125
20200704,127
20200705,126
20200706,125
20200707,125
20200708,126
20200709,126
20200710,125
20200711,121
20200712,122
20200713,119
20200714,121
20200715,119
20200716,125
20200717,129
20200718,130
20200719,126
20200720,124
20200721,122
20200722,118
20200723,117
20200724,120
20200725,118
20200726,117
20200727,120
20200728,118
20200729,117
20200730,124
20200731,121
20200801,124
20200802,125
20200803,127
20200804,129
20200805,130
20200806,131
20200807,133
20200808,133
20200809,130
20200810,126
20200811,125
20200812,127
20200813,122
20200814,120
20200815,119
20200816,118
20200817,119
20200818,123
20200819,122
20200820,118
20200821,119
20200822,118
20200823,120
20200824,119
20200825,117
20200826,117
20200827,117
20200828,116
20200829,117
20200830,116
20200831,117
20200901,125
20200902,126
20200903,128
20200904,127
20200905,124
20200906,123
20200907,127
20200908,123
20200909,120
20200910,123
20200911,122
20200912,123
20200913,124
20200914,127
20200915,124
20200916,123
20200917,123
20200918,125
20200919,125
20200920,129
20200921,130
20200922,128
20200923,123
20200924,120
20200925,119
20200926,118
20200927,117
20200928,117
20200929,117
20200930,117
20201001,116
20201002,116
20201003,116
20201004,116
20201005,116
20201006,116
20201007,116
20201008,123
20201009,122
20201010,122
20201011,118
20201012,119
20201013,125
20201014,124
20201015,120
20201016,119
20201017,118
20201018,117
20201019,117
20201020,117
20201021,117
20201022,116
20201023,117
20201024,116
20201025,116
20201026,116
20201027,116
20201028,116
20201029,116
20201030,116
20201031,116
20201101,116
20201102,122
20201103,122
20201104,119
20201105,118
20201106,124
20201107,120
20201108,118
20201109,117
20201110,117
20201111,116
20201112,116
20201113,117
20201114,117
20201115,117
20201116,117
20201117,122
20201118,120
20201119,119
20201120,118
20201121,117
20201122,117
20201123,117
20201124,117
20201125,117
20201126,117
20201127,117
20201128,117
20201129,117
20201130,117
20201201,117
20201202,117
20201203,117
20201204,117
20201205,116
20201206,119
20201207,118
20201208,119
20201209,123
20201210,120
20201211,118
20201212,117
20201213,117
20201214,117
20201215,117
20201216,117
20201217,117
20201218,117
20201219,117
20201220,117
20201221,117
20201222,117
20201223,117
20201224,120
20201225,119
20201226,118
20201227,117
20201228,117
20201229,117
20201230,117
20201231,117
